source_id,entity_type,record_id,municipality,event_date,category,data
montreal_permits,permit,3001911202,montreal,2026-03-05,renovation,"{""lat"": ""45.60928"", ""lng"": ""-73.5334"", ""work"": ""Réfection de la toiture par la mise en place de gravier blanc. Aucuns travaux de structure."", ""status"": ""Issued"", ""address"": ""5205  RUE DESMARTEAU"", ""province"": ""QC"", ""current_use"": ""2 Logements"", ""issued_date"": ""2026-03-05"", ""permit_type"": ""Transformation"", ""neighbourhood"": ""Mercier - Hochelaga-Maisonneuve"", ""permit_number"": ""3001911202"", ""structure_type"": ""Résidentiel"", ""application_date"": ""2026-03-03"", ""permit_type_code"": ""TR"", ""status_canonical"": ""issued"", ""application_number"": ""3003642096"", ""normalized_address"": ""5205 RUE DESMARTEAU"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
longueuil_permits,permit,64871974,longueuil,2026-05-01,new_construction,"{""status"": ""À assigner"", ""address"": ""5855 TERRASSE MAJOR"", ""province"": ""QC"", ""description"": ""PERMIS NON REQUIS (SUIVI PAR NATHALIE B.)  Refection des murets de l'entrée de garage, potentiellement l'asphalte. Nombre de logements existants: 1"", ""issued_date"": ""2026-05-01"", ""permit_type"": ""Permis construction"", ""permit_number"": null, ""status_canonical"": ""in_review"", ""construction_value"": 8000.0, ""normalized_address"": ""5855 TERRASSE MAJOR"", ""permit_type_canonical"": ""new_construction"", ""normalized_business_name"": """"}"
st_catharines_permits,permit,11998,st_catharines,2026-04-29,renovation,"{""work"": ""Sanitary lateral repair on private side."", ""status"": ""Project Complete"", ""address"": ""ROCHELLE DRIVE"", ""province"": ""ON"", ""issued_date"": ""2026-04-29"", ""permit_type"": ""Plumbing Only"", ""permit_number"": ""26-105290"", ""geocode_failed"": true, ""application_date"": ""2026-04-29"", ""status_canonical"": ""completed"", ""normalized_address"": ""ROCHELLE DRIVE"", ""permit_type_canonical"": ""renovation"", ""normalized_business_name"": """"}"
burnaby_permits,permit,BLD26-00563,burnaby,2026-05-13,other,"{""lat"": ""49.27315"", ""lng"": ""-122.96633"", ""work"": ""Residential"", ""value"": 0.0, ""status"": ""Issued"", ""address"": ""3 - 6660 AUBREY ST"", ""province"": ""BC"", ""description"": ""(UNIT 3 & 4) 1 Principal Building with 2 Primary Dwelling Units **(Please Note: All Fees Paid Under Master Building Permit BLD25-01568)**"", ""issued_date"": ""2026-05-13"", ""permit_type"": ""Building Permit"", ""permit_number"": ""BLD26-00563"", ""status_canonical"": ""issued"", ""normalized_address"": ""6660 AUBREY STREET"", ""permit_type_canonical"": ""other"", ""normalized_business_name"": """"}"
toronto_permits,permit,25 237084 DRN:00,toronto,2026-03-03,renovation,"{""lat"": ""43.69892"", ""lng"": ""-79.55786"", ""ward"": ""W0134"", ""work"": ""Building Permit Related (DR)"", ""status"": ""Permit Issued"", ""address"": ""77 A ST ANDREWS BLVD"", ""dataset"": ""active"", ""province"": ""ON"", ""revision"": ""00"", ""current_use"": ""Fourplex"", ""description"": ""Drain - Proposal for new two storey garden suite with basement, front and rear porch."", ""issued_date"": ""2026-03-03"", ""permit_type"": ""Drain and Site Service"", ""postal_code"": ""M9R"", ""builder_name"": ""None"", ""proposed_use"": ""Fourplex"", ""permit_number"": ""25 237084 DRN"", ""completed_date"": null, ""structure_type"": ""Laneway / Rear Yard Suite"", ""contractor_name"": ""None"", ""application_date"": ""2025-10-08"", ""status_canonical"": ""issued"", ""construction_value"": null, ""normalized_address"": ""77 A STREET ANDREWS BOULEVARD"", ""dwelling_units_lost"": null, ""floor_area_commercial"": 0, ""floor_area_industrial"": 0, ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": null, ""floor_area_residential"": 0, ""floor_area_institutional"": 0, ""normalized_business_name"": ""NONE"", ""contractor_name_normalized"": null}"
quebec_city_permits,permit,20260427-021D,quebec_city,2026-05-22,change_of_use,"{""lat"": 46.79251691317585, ""lng"": -71.23601533373947, ""lots"": ""1 213 061"", ""work"": ""Abattage d'arbre"", ""domain"": ""Aménagement extérieur"", ""status"": ""Issued"", ""address"": ""1270 AVENUE DE MÉRICI QUÉBEC QUÉBEC G1S3H7"", ""province"": ""QC"", ""issued_date"": ""2026-05-22"", ""permit_type"": ""Certificat d'autorisation"", ""neighbourhood"": ""La Cité-Limoilou"", ""permit_number"": ""20260427-021D"", ""status_canonical"": ""issued"", ""normalized_address"": ""1270 AVENUE DE MÉRICI"", ""permit_type_canonical"": ""change_of_use"", ""normalized_business_name"": """"}"
burlington_permits,permit,6743,burlington,2026-02-27,new_construction,"{""lat"": ""43.37004"", ""lng"": ""-79.72925"", ""work"": ""New"", ""status"": ""Issued"", ""address"": ""5428 STRATTON RD."", ""province"": ""ON"", ""description"": ""Accessory Dwelling Units"", ""issued_date"": ""2026-02-27"", ""permit_type"": ""SO Other Single Detached Dwelling"", ""permit_number"": ""26-001195"", ""application_date"": ""2026-01-19"", ""status_canonical"": ""issued"", ""construction_value"": 61000.0, ""normalized_address"": ""5428 STRATTON ROAD"", ""permit_type_canonical"": ""new_construction"", ""dwelling_units_created"": 1, ""normalized_business_name"": """"}"
toronto_permits,permit,26 140361 HVA:00,toronto,2026-05-01,renovation,"{""lat"": ""43.60646"", ""lng"": ""-79.49905"", ""ward"": ""W0335"", ""work"": ""Building Permit Related(MS)"", ""status"": ""Permit Issued"", ""address"": ""177 SYMONS ST"", ""dataset"": ""active"", ""province"": ""ON"", ""revision"": ""00"", ""current_use"": ""Vacant"", ""description"": ""HVAC - PART 2 - Proposed new 2 storey dwelling, front covered porch, rear deck SFD detached"", ""issued_date"": ""2026-05-01"", ""permit_type"": ""Mechanical(MS)"", ""postal_code"": ""M8V"", ""builder_name"": ""None"", ""proposed_use"": ""Sfd Detached"", ""permit_number"": ""26 140361 HVA"", ""completed_date"": null, ""structure_type"": ""SFD - Detached"", ""contractor_name"": ""None"", ""application_date"": ""2026-04-08"", ""status_canonical"": ""issued"", ""construction_value"": null, ""normalized_address"": ""177 SYMONS STREET"", ""dwelling_units_lost"": null, ""floor_area_commercial"": 0, ""floor_area_industrial"": 0, ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": null, ""floor_area_residential"": 0, ""floor_area_institutional"": 0, ""normalized_business_name"": ""NONE"", ""contractor_name_normalized"": null}"
brampton_permits,permit,26-011058-P01-00,brampton,2026-03-25,change_of_use,"{""gfa"": null, ""lat"": ""43.75801"", ""lng"": ""-79.7723"", ""work"": ""Change of Use - Two Unit Dwelling"", ""status"": ""Issued"", ""address"": ""16 Addiscott St, Brampton, ON, L6R 0Y2"", ""area_m2"": null, ""builder"": null, ""storeys"": null, ""bedrooms"": null, ""province"": ""ON"", ""contractor"": null, ""expiry_date"": null, ""issued_date"": ""2026-03-25"", ""permit_type"": ""Two Unit Dwelling"", ""second_unit"": null, ""permit_number"": ""26-011058-P01-00"", ""dwelling_units"": null, ""processed_date"": null, ""contractor_name"": null, ""application_date"": ""2026-01-26"", ""status_canonical"": ""issued"", ""normalized_address"": ""16 ADDISCOTT STREET"", ""permit_type_canonical"": ""change_of_use"", ""normalized_business_name"": """", ""contractor_name_normalized"": null}"
regina_permits,permit,PRDE202503577,regina,2026-03-24,demolition,"{""lat"": ""50.44424"", ""lng"": ""-104.58178"", ""work"": ""110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"", ""status"": ""Issued"", ""address"": ""2169 MCARA STREET, REGINA, SK S4N2V9"", ""storeys"": 0, ""province"": ""SK"", ""units_lost"": 1, ""work_class"": ""Demolition"", ""issued_date"": ""2026-03-24"", ""permit_type"": ""Demolition"", ""subdivision"": ""Broders Annex"", ""building_use"": ""Residential"", ""permit_number"": ""PRDE202503577"", ""dwelling_units"": 0, ""status_canonical"": ""issued"", ""construction_type"": ""110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"", ""construction_value"": null, ""normalized_address"": ""2169 MCARA STREET"", ""permit_type_canonical"": ""demolition"", ""normalized_business_name"": """"}"
vancouver_permits,permit,DB-2025-00866,vancouver,2026-03-24,addition,"{""lat"": ""49.233"", ""lng"": ""-123.07876"", ""work"": ""Addition / Alteration"", ""status"": ""Issued"", ""address"": ""1339 E 41ST AVENUE, VANCOUVER, BC V5W 1R5"", ""province"": ""BC"", ""current_use"": ""Dwelling Uses"", ""description"": ""Field Review - Addition / Alteration - CF-2017-006907\r\nExterior and interior alterations to remove the additions and add a new rear deck and stairs at this single detached house on this site.\r\n\r\nDBI to determine if structural required.\r\n\r\nOK for Field Review per W. Wong February 24, 2025"", ""issued_date"": ""2026-03-24"", ""permit_type"": ""Renovation - Residential - Lower Complexity"", ""builder_name"": """", ""neighbourhood"": null, ""permit_number"": ""DB-2025-00866"", ""applicant_name"": ""HUI KUAN XIE"", ""contractor_name"": null, ""application_date"": ""2025-02-24"", ""status_canonical"": ""issued"", ""construction_value"": 11000.0, ""normalized_address"": ""1339 EAST 41ST AVENUE"", ""permit_type_canonical"": ""addition"", ""normalized_business_name"": """", ""contractor_name_normalized"": null}"
medicine_hat_permits,permit,PRGS202600875,medicine_hat,2026-04-16,renovation,"{""work"": ""Service/maintenance/replacement"", ""address"": ""53 CALDER CRT SE, Medicine Hat, AB T1B3K4"", ""province"": ""AB"", ""work_type"": ""4"", ""description"": ""FURNACE REPLACEMENT"", ""expiry_date"": ""2027-04-16"", ""issued_date"": ""2026-04-16"", ""permit_type"": ""GS"", ""building_use"": ""RES"", ""entered_date"": ""2026-04-16"", ""permit_number"": ""PRGS202600875"", ""status_canonical"": ""unknown"", ""construction_value"": 0, ""normalized_address"": ""53 CALDER CRT SOUTHEAST"", ""permit_type_canonical"": ""renovation"", ""normalized_business_name"": """"}"
brampton_permits,permit,26-038961-P01-00,brampton,2026-04-21,change_of_use,"{""gfa"": null, ""lat"": ""43.73328"", ""lng"": ""-79.73299"", ""work"": ""Change of Use - Two Unit Dwelling"", ""status"": ""Issued"", ""address"": ""13 McGillivary Cres, Brampton, ON, L6S 3P6"", ""builder"": null, ""storeys"": null, ""bedrooms"": null, ""province"": ""ON"", ""contractor"": null, ""expiry_date"": null, ""issued_date"": ""2026-04-21"", ""permit_type"": ""Two Unit Dwelling"", ""second_unit"": null, ""permit_number"": ""26-038961-P01-00"", ""dwelling_units"": null, ""processed_date"": null, ""contractor_name"": null, ""application_date"": ""2026-03-13"", ""status_canonical"": ""issued"", ""normalized_address"": ""13 MCGILLIVARY CRESCENT"", ""permit_type_canonical"": ""change_of_use"", ""normalized_business_name"": """", ""contractor_name_normalized"": null}"
toronto_permits,permit,25 246099 BLD:01,toronto,2026-03-25,new_construction,"{""lat"": ""43.67815"", ""lng"": ""-79.39167"", ""ward"": ""S1128"", ""work"": ""New Laneway / Rear Yard Suite"", ""status"": ""Revision Issued"", ""address"": ""34 ROXBOROUGH ST W"", ""dataset"": ""active"", ""province"": ""ON"", ""revision"": ""01"", ""current_use"": ""Sfd - Detached"", ""description"": ""REV 01: Revision to add a firepump room.Proposal for a laneway suite above existing garage"", ""issued_date"": ""2026-03-25"", ""permit_type"": ""Small Residential Projects"", ""postal_code"": ""M5R"", ""builder_name"": ""None"", ""proposed_use"": ""Sfd - Detached With Laneway Suite"", ""permit_number"": ""25 246099 BLD"", ""completed_date"": null, ""structure_type"": ""Laneway / Rear Yard Suite"", ""contractor_name"": ""None"", ""application_date"": ""2026-03-10"", ""status_canonical"": ""issued"", ""construction_value"": 0.0, ""normalized_address"": ""34 ROXBOROUGH STREET WEST"", ""dwelling_units_lost"": ""0"", ""floor_area_commercial"": 0, ""floor_area_industrial"": 0, ""permit_type_canonical"": ""new_construction"", ""dwelling_units_created"": ""1"", ""floor_area_residential"": 0, ""floor_area_institutional"": 0, ""normalized_business_name"": ""NONE"", ""contractor_name_normalized"": null}"
st_catharines_permits,permit,10598,st_catharines,2026-04-30,other,"{""work"": ""To replace the fire alarm panel and associated smoke detectors at EAST ACADEMIC #1, BROCK UNIVERSITY."", ""status"": ""Permit Issued"", ""address"": ""GLENRIDGE AVENUE"", ""province"": ""ON"", ""issued_date"": ""2026-04-30"", ""permit_type"": ""Assembly"", ""permit_number"": ""26-104905"", ""geocode_failed"": true, ""application_date"": ""2026-04-22"", ""status_canonical"": ""issued"", ""normalized_address"": ""GLENRIDGE AVENUE"", ""permit_type_canonical"": ""other"", ""normalized_business_name"": """"}"
edmonton_permits,permit,1-655373523,edmonton,2026-05-04,renovation,"{""lat"": ""53.5965"", ""lng"": ""-113.65177"", ""work"": """", ""status"": ""Issued"", ""address"": ""2013 - BLUE JAY COURT NW"", ""area_m2"": null, ""province"": ""AB"", ""description"": ""To construct interior alterations (Basement development, NOT to be used as an additional Dwelling). No bedrooms"", ""issued_date"": ""2026-05-04"", ""permit_type"": ""Home Improvement"", ""neighborhood"": ""Starling"", ""permit_number"": ""1-655373523"", ""structure_type"": ""Single Detached House (110)"", ""status_canonical"": ""issued"", ""construction_value"": 10000.0, ""normalized_address"": ""2013 BLUE JAY COURT NORTHWEST"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": null, ""normalized_business_name"": """"}"
edmonton_permits,permit,2-651793294,edmonton,2026-04-21,new_construction,"{""work"": ""(01) Building - New"", ""status"": ""Issued"", ""address"": ""735 - 30 STREET SW"", ""area_m2"": 150.69, ""province"": ""AB"", ""description"": ""To construct a Residential Use building in the form of a Single Detached House with an unenclosed front porch."", ""issued_date"": ""2026-04-21"", ""permit_type"": ""Single, Semi-detached & Rowhousing"", ""neighborhood"": ""Alces"", ""permit_number"": ""2-651793294"", ""geocode_failed"": true, ""structure_type"": ""Single Detached House (110)"", ""status_canonical"": ""issued"", ""construction_value"": 202750.0, ""normalized_address"": ""30 STREET SOUTHWEST"", ""permit_type_canonical"": ""new_construction"", ""dwelling_units_created"": ""1"", ""normalized_business_name"": """"}"
cambridge_permits,permit,26106620,cambridge,2026-04-27,renovation,"{""work"": ""Alterations / Improvements to Building"", ""status"": ""Issued"", ""address"": ""1400 OTTAWA ST S"", ""area_m2"": null, ""storeys"": null, ""province"": ""ON"", ""contractor"": null, ""description"": ""Permit is for the expansion of existing Healthy Planet in Unit B-21 into Unit B-20, Building B."", ""issued_date"": ""2026-04-27"", ""permit_type"": ""Industrial/Commercial/Institutional Building Permit"", ""permit_number"": ""26106620"", ""completed_date"": null, ""geocode_failed"": true, ""contractor_name"": null, ""application_date"": ""2026-03-20"", ""status_canonical"": ""issued"", ""construction_value"": 765000.0, ""normalized_address"": ""1400 STREET SOUTH"", ""dwelling_units_lost"": null, ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": ""0"", ""normalized_business_name"": """", ""contractor_name_normalized"": null}"
toronto_permits,permit,25 254108 BLD:00,toronto,2026-03-23,new_construction,"{""lat"": ""43.6637"", ""lng"": ""-79.44552"", ""ward"": ""S0930"", ""work"": ""New Laneway / Rear Yard Suite"", ""status"": ""Permit Issued"", ""address"": ""710 LANSDOWNE AVE"", ""dataset"": ""active"", ""province"": ""ON"", ""revision"": ""00"", ""current_use"": ""Apartment Building"", ""description"": ""Proposal for a semi-detached two storey laneway suite at rear of sixplex."", ""issued_date"": ""2026-03-23"", ""permit_type"": ""Small Residential Projects"", ""postal_code"": ""M6H"", ""builder_name"": ""None"", ""proposed_use"": ""Apartment Building+Laneway Suite"", ""permit_number"": ""25 254108 BLD"", ""completed_date"": null, ""structure_type"": ""Laneway / Rear Yard Suite"", ""contractor_name"": ""None"", ""application_date"": ""2025-11-14"", ""status_canonical"": ""issued"", ""construction_value"": 500000.0, ""normalized_address"": ""710 LANSDOWNE AVENUE"", ""dwelling_units_lost"": ""0"", ""floor_area_commercial"": 0, ""floor_area_industrial"": 0, ""permit_type_canonical"": ""new_construction"", ""dwelling_units_created"": ""1"", ""floor_area_residential"": 52, ""floor_area_institutional"": 0, ""normalized_business_name"": ""NONE"", ""contractor_name_normalized"": null}"
toronto_permits,permit,26 162742 HVA:00,toronto,2026-05-22,renovation,"{""lat"": ""43.77775"", ""lng"": ""-79.3445"", ""ward"": ""N1727"", ""work"": ""Building Permit Related(MS)"", ""status"": ""Permit Issued"", ""address"": ""1800 SHEPPARD AVE E"", ""dataset"": ""active"", ""province"": ""ON"", ""revision"": ""00"", ""current_use"": ""Group E - Mercantile"", ""description"": ""HVAC - Proposal for interior alterations to existing retail unit"", ""issued_date"": ""2026-05-22"", ""permit_type"": ""Mechanical(MS)"", ""postal_code"": ""M2J"", ""builder_name"": ""None"", ""proposed_use"": ""Group E - Mercantile"", ""permit_number"": ""26 162742 HVA"", ""completed_date"": null, ""structure_type"": ""Retail Store"", ""contractor_name"": ""None"", ""application_date"": ""2026-05-19"", ""status_canonical"": ""issued"", ""construction_value"": null, ""normalized_address"": ""1800 SHEPPARD AVENUE EAST"", ""dwelling_units_lost"": null, ""floor_area_commercial"": 0, ""floor_area_industrial"": 0, ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": null, ""floor_area_residential"": 0, ""floor_area_institutional"": 0, ""normalized_business_name"": ""NONE"", ""contractor_name_normalized"": null}"
prince_george_permits,permit,BP043907,prince_george,2026-03-06,other,"{""lat"": ""53.91354"", ""lng"": ""-122.79423"", ""work"": null, ""status"": ""ACTIVE"", ""address"": ""1120 PARSNIP CRES"", ""province"": ""BC"", ""issued_date"": ""2026-03-06"", ""permit_type"": null, ""approved_date"": ""2026-03-06"", ""permit_number"": ""BP043907"", ""completed_date"": null, ""application_date"": null, ""status_canonical"": ""issued"", ""construction_value"": null, ""normalized_address"": ""1120 PARSNIP CRESCENT"", ""permit_type_canonical"": ""other"", ""normalized_business_name"": """"}"
toronto_permits,permit,26 142492 DRN:00,toronto,2026-04-13,renovation,"{""lat"": ""43.68749"", ""lng"": ""-79.31862"", ""ward"": ""S1928"", ""work"": ""Back Water Valve (Sewer only)"", ""status"": ""Permit Issued"", ""address"": ""95 GLEBEMOUNT AVE"", ""dataset"": ""active"", ""province"": ""ON"", ""revision"": ""00"", ""current_use"": ""Single Family Dwelling"", ""description"": ""Installation of Main Drain Backwater Valve."", ""issued_date"": ""2026-04-13"", ""permit_type"": ""Drain and Site Service"", ""postal_code"": ""M4C"", ""builder_name"": ""None"", ""proposed_use"": ""Single Family Dwelling"", ""permit_number"": ""26 142492 DRN"", ""completed_date"": null, ""structure_type"": ""SFD - Semi-Detached"", ""contractor_name"": ""None"", ""application_date"": ""2026-04-13"", ""status_canonical"": ""issued"", ""construction_value"": null, ""normalized_address"": ""95 GLEBEMOUNT AVENUE"", ""dwelling_units_lost"": null, ""floor_area_commercial"": 0, ""floor_area_industrial"": 0, ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": null, ""floor_area_residential"": 0, ""floor_area_institutional"": 0, ""normalized_business_name"": ""NONE"", ""contractor_name_normalized"": null}"
quebec_city_permits,permit,20260427-109D,quebec_city,2026-05-01,change_of_use,"{""lat"": 46.85882307396754, ""lng"": -71.32779541935943, ""lots"": ""1 020 465"", ""work"": ""Ajout d'un usage d'hébergement touristique collaboratif associé à un logement (valide pour une année à compter de la date de délivrance)"", ""domain"": ""Usages"", ""status"": ""Issued"", ""address"": ""10620 RUE ROLAND QUÉBEC QUÉBEC G2A1Y8"", ""province"": ""QC"", ""issued_date"": ""2026-05-01"", ""permit_type"": ""Certificat d'autorisation"", ""neighbourhood"": ""Les Rivières"", ""permit_number"": ""20260427-109D"", ""status_canonical"": ""issued"", ""normalized_address"": ""10620 RUE ROLAND"", ""permit_type_canonical"": ""change_of_use"", ""normalized_business_name"": """"}"
surrey_permits,permit,26-011926-000-00,surrey,2026-03-17,other,"{""work"": ""Tenant Improvement"", ""status"": ""Issued"", ""address"": ""13172 64 AVE"", ""province"": ""BC"", ""description"": ""Restaurant"", ""issued_date"": ""2026-03-17"", ""permit_type"": ""Misc Commercials"", ""permit_number"": ""26-011926-000-00"", ""geocode_failed"": true, ""status_canonical"": ""issued"", ""construction_value"": 170000.0, ""normalized_address"": ""13172 64 AVENUE"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
st_catharines_permits,permit,20014,st_catharines,2026-05-08,new_construction,"{""work"": ""Construct Rear Patio, Reconstruct Rear Room, Alter Interior of Main Floor and Upper Floor of Single Detached Dwelling"", ""status"": ""Permit Issued"", ""address"": ""FERNWOOD TERRACE"", ""province"": ""ON"", ""issued_date"": ""2026-05-08"", ""permit_type"": ""Residential"", ""permit_number"": ""26-101270"", ""geocode_failed"": true, ""application_date"": ""2026-02-02"", ""status_canonical"": ""issued"", ""normalized_address"": ""FERNWOOD TERRACE"", ""permit_type_canonical"": ""new_construction"", ""normalized_business_name"": """"}"
kingston_permits,permit,D30-0580-2026,kingston,2026-05-07,addition,"{""work"": ""Deck"", ""status"": ""Permit Issued"", ""address"": ""1317 TURNBULL WAY"", ""province"": ""ON"", ""description"": ""20sm deck"", ""issued_date"": ""2026-05-07"", ""permit_type"": ""Single Detached Dwelling"", ""permit_number"": ""D30-0580-2026"", ""completed_date"": null, ""geocode_failed"": true, ""application_date"": ""2026-04-26"", ""status_canonical"": ""issued"", ""construction_value"": 7000.0, ""normalized_address"": ""1317 TURNBULL WAY"", ""permit_type_canonical"": ""addition"", ""normalized_business_name"": """"}"
burlington_permits,permit,5774,burlington,2026-03-19,addition,"{""lat"": ""43.3354"", ""lng"": ""-79.78392"", ""work"": ""Addition"", ""status"": ""Issued"", ""address"": ""409 PEPPER DR."", ""province"": ""ON"", ""description"": ""Single Detached Dwelling"", ""issued_date"": ""2026-03-19"", ""permit_type"": ""SO Other Single Detached Dwelling"", ""permit_number"": ""26-001164"", ""application_date"": ""2026-01-19"", ""status_canonical"": ""issued"", ""construction_value"": 500000.0, ""normalized_address"": ""409 PEPPER DRIVE"", ""permit_type_canonical"": ""addition"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
longueuil_permits,permit,64876418,longueuil,2026-05-20,new_construction,"{""status"": ""À assigner"", ""address"": ""3150 1RE RUE"", ""province"": ""QC"", ""description"": ""Installation d'une enseigne murale en lettres détachées, d'une superficie de 2,7m², sur la façade avant d'un bâtiment commercial   « GROUPE BOD GROUP »  Usage : Espace de bureau et entreposage."", ""issued_date"": ""2026-05-20"", ""permit_type"": ""Permis construction"", ""permit_number"": null, ""status_canonical"": ""in_review"", ""construction_value"": 100.0, ""normalized_address"": ""3150 1RE RUE"", ""permit_type_canonical"": ""new_construction"", ""normalized_business_name"": """"}"
edmonton_permits,permit,1-646218632,edmonton,2026-04-13,new_construction,"{""lat"": ""53.4242"", ""lng"": ""-113.42671"", ""work"": ""(01) New"", ""status"": ""Issued"", ""address"": ""271 - WATT COMMON SW"", ""area_m2"": null, ""province"": ""AB"", ""description"": ""To install fenced hoarding for the construction of two six-storey multi-family apartments with one common parkade.  Feb.16/26 to Jun.15/27."", ""issued_date"": ""2026-04-13"", ""permit_type"": ""Commercial Final"", ""neighborhood"": ""Walker"", ""permit_number"": ""1-646218632"", ""structure_type"": ""Hoarding (910)"", ""status_canonical"": ""issued"", ""construction_value"": 200.0, ""normalized_address"": ""WATT COMMON SOUTHWEST"", ""permit_type_canonical"": ""new_construction"", ""dwelling_units_created"": ""0"", ""normalized_business_name"": """"}"
cambridge_permits,permit,26101139,cambridge,2026-03-03,new_construction,"{""work"": ""New Construction"", ""status"": ""Issued"", ""address"": ""59 CANYON HILL DR - Block 5"", ""area_m2"": null, ""storeys"": null, ""province"": ""ON"", ""contractor"": ""KITCHENER GREEN DEVELOPMENTS INC"", ""description"": ""Permit is for a new Ellis YVHB rowhouse with an attached garage. (Elevation A)"", ""issued_date"": ""2026-03-03"", ""permit_type"": ""Residential Building Permit"", ""permit_number"": ""26101139"", ""completed_date"": null, ""geocode_failed"": true, ""contractor_name"": ""KITCHENER GREEN DEVELOPMENTS INC"", ""application_date"": ""2026-01-19"", ""status_canonical"": ""issued"", ""construction_value"": 359000.0, ""normalized_address"": ""59 CANYON HILL DRIVE BLOCK 5"", ""dwelling_units_lost"": null, ""permit_type_canonical"": ""new_construction"", ""dwelling_units_created"": ""1"", ""normalized_business_name"": """", ""contractor_name_normalized"": ""kitchener green developments""}"
saint_john_permits,permit,26-307,saint_john,2026-04-13,other,"{""lat"": 45.27293763, ""lng"": -66.06271773, ""work"": ""Hawkers & Peddlers Lic - Don Murray"", ""status"": ""PC"", ""address"": ""0 Hawkers And Peddlers"", ""province"": ""NB"", ""area_sqft"": 0.0, ""address_fr"": ""0  Hawkers And Peddlers"", ""issued_date"": ""2026-04-13"", ""permit_year"": ""26"", ""status_date"": ""2026-04-13"", ""permit_number"": ""307"", ""application_date"": ""2026-04-13"", ""permit_type_code"": ""HAWK"", ""status_canonical"": ""completed"", ""construction_value"": 0.0, ""normalized_address"": ""0 HAWKERS AND PEDDLERS"", ""application_type_code"": ""HAWK"", ""permit_type_canonical"": ""other"", ""normalized_business_name"": """"}"
oakville_permits,permit,952775,oakville,2026-04-20,demolition,"{""lat"": ""43.3973"", ""lng"": ""-79.71542"", ""work"": ""House - Part 9 - Detached House"", ""status"": ""Issued"", ""address"": ""2433 HIXON ST"", ""province"": ""ON"", ""description"": ""Demolition of single family dwelling."", ""issued_date"": ""2026-04-20"", ""permit_type"": ""Residential - Demolition"", ""permit_number"": ""26 007840"", ""status_canonical"": ""issued"", ""construction_value"": 0.0, ""normalized_address"": ""2433 HIXON STREET"", ""permit_type_canonical"": ""demolition"", ""normalized_business_name"": """"}"
strathcona_county_permits,permit,2026-0176-B,strathcona_county,2026-04-16,new_construction,"{""area"": null, ""work"": ""New construction"", ""status"": ""In Progress"", ""zoning"": ""R3"", ""address"": ""683 CAMBRIAN BLVD"", ""province"": ""AB"", ""description"": ""Secondary Suite"", ""issued_date"": ""2026-04-16"", ""permit_type"": ""Residential"", ""neighbourhood"": ""Cambrian Crossing"", ""permit_number"": ""2026-0176-B"", ""geocode_failed"": true, ""status_canonical"": ""issued"", ""construction_value"": 42000.0, ""normalized_address"": ""683 CAMBRIAN BOULEVARD"", ""permit_type_canonical"": ""new_construction"", ""dwelling_units_created"": ""1"", ""normalized_business_name"": """"}"
richmond_bc_permits,permit,26-009376-000-00,richmond_bc,2026-05-11,renovation,"{""work"": ""Alteration"", ""value"": 1000000.0, ""status"": ""Issued"", ""address"": ""6551 No 3 Road Unit 1586"", ""province"": ""BC"", ""issued_date"": ""2026-05-11"", ""permit_type"": ""Retail"", ""permit_number"": ""26-009376-000-00"", ""status_canonical"": ""issued"", ""normalized_address"": ""6551 NO 3 ROAD UNIT 1586"", ""permit_type_canonical"": ""renovation"", ""normalized_business_name"": """"}"
winnipeg_permits,permit,24-189065 AS,winnipeg,2026-03-10,addition,"{""work"": ""Construct New"", ""status"": ""Issued"", ""address"": ""67 MULBERRY CREEK DR"", ""province"": ""MB"", ""community"": ""Assiniboia"", ""issued_date"": ""2026-03-10"", ""permit_type"": ""Accessory Structures"", ""permit_group"": ""Residential"", ""neighbourhood"": ""Prairie Pointe"", ""permit_number"": ""24-189065 AS"", ""applicant_name"": """", ""completed_date"": null, ""geocode_failed"": true, ""structure_type"": ""Deck"", ""contractor_name"": null, ""application_date"": ""2024-07-11"", ""status_canonical"": ""issued"", ""normalized_address"": ""67 MULBERRY CREEK DRIVE"", ""dwelling_units_lost"": ""0"", ""permit_type_canonical"": ""addition"", ""dwelling_units_created"": ""0"", ""normalized_business_name"": """", ""contractor_name_normalized"": null}"
